model,model_class,training,suite,split,topic,image_mode,n,accuracy,fusion_full_minus_best_single,trust_flag
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_binary_easy,sat_only,5240,0.5107,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_binary_easy,sv_only,4819,0.5273,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_binary_easy,full,5240,0.9739,0.4466,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_binary_hard,blind,5240,0.5582,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_binary_hard,sat_only,5240,0.4584,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_binary_hard,sv_only,4819,0.4442,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_binary_hard,full,5240,0.9074,0.4489,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_mcq_easy,blind,5240,0.2067,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_mcq_easy,sat_only,5240,0.2637,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_mcq_easy,sv_only,4819,0.2352,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_mcq_easy,full,5240,0.962,0.6983,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_mcq_hard,blind,5240,0.2233,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_mcq_hard,sat_only,5240,0.2328,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_mcq_hard,sv_only,4819,0.228,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,mismatch_mcq_hard,full,5240,0.8599,0.6271,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,road_surface,blind,5240,0.9571,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,road_surface,sat_only,5240,0.9505,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,road_surface,sv_only,4819,0.934,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,road_surface,full,5240,0.9571,0.0066,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,road_type,blind,5240,0.6865,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,road_type,sat_only,5240,0.7245,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,road_type,sv_only,4819,0.7743,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,road_type,full,5240,0.7648,-0.0095,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,transit_density,blind,5240,0.2827,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,transit_density,sat_only,5240,0.4371,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,transit_density,sv_only,4819,0.4561,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,transit_density,full,5240,0.5012,0.0451,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,urban_density,blind,5240,0.5463,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,urban_density,sat_only,5240,0.6176,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,urban_density,sv_only,4819,0.6271,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,urban_density,full,5240,0.6508,0.0238,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_all,blind,5240,0.4847,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_all,sat_only,5240,0.5492,,sat_only/sv_only overall NOT cross-comparable (topic coverage differs)
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_all,sv_only,4819,0.5771,,sat_only/sv_only overall NOT cross-comparable (topic coverage differs)
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_all,full,5240,0.7594,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_9urban,blind,3135,0.5812,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_9urban,sat_only,3135,0.6877,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_9urban,sv_only,3135,0.6944,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_9urban,full,3135,0.7152,0.0208,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_8urban_noleak,blind,2932,0.5522,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_8urban_noleak,sat_only,2932,0.6661,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_8urban_noleak,sv_only,2932,0.6733,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,benchmark,OVERALL_8urban_noleak,full,2932,0.6954,0.0221,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,amenity_richness,blind,6984,0.303,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,amenity_richness,sat_only,6984,0.5472,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,amenity_richness,sv_only,6423,0.5758,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,amenity_richness,full,6984,0.6239,0.0481,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,building_height,blind,6984,0.41,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,building_height,sat_only,6984,0.6705,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,building_height,sv_only,6423,0.6475,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,building_height,full,6984,0.6628,-0.0077,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,camera_direction,blind,6984,0.2638,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,camera_direction,sat_only,6984,0.2513,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,camera_direction,full,6984,0.4652,0.2139,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,green_space,blind,6984,1.0,,LABEL_LEAK
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,green_space,sat_only,6984,1.0,,LABEL_LEAK
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,green_space,sv_only,6423,1.0,,LABEL_LEAK
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,green_space,full,6984,1.0,0.0,LABEL_LEAK
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,junction_type,blind,6984,0.5804,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,junction_type,sat_only,6984,0.7411,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,junction_type,sv_only,6423,0.683,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,junction_type,full,6984,0.7455,0.0045,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,land_use,blind,6984,0.6863,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,land_use,sat_only,6984,0.7451,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,land_use,sv_only,6423,0.7665,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,land_use,full,6984,0.7522,-0.0143,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_binary_easy,blind,6984,0.5365,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_binary_easy,sat_only,6984,0.4706,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_binary_easy,sv_only,6423,0.4617,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_binary_easy,full,6984,0.9519,0.4813,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_binary_hard,blind,6984,0.4848,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_binary_hard,sat_only,6984,0.4866,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_binary_hard,sv_only,6423,0.5116,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_binary_hard,full,6984,0.9037,0.3922,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_mcq_easy,blind,6984,0.2317,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_mcq_easy,sat_only,6984,0.2335,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_mcq_easy,sv_only,6423,0.262,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_mcq_easy,full,6984,0.9537,0.6916,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_mcq_hard,blind,6984,0.246,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_mcq_hard,sat_only,6984,0.2442,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_mcq_hard,sv_only,6423,0.2709,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,mismatch_mcq_hard,full,6984,0.8431,0.5722,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,road_surface,blind,6984,0.9422,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,road_surface,sat_only,6984,0.9372,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,road_surface,sv_only,6423,0.9397,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,road_surface,full,6984,0.9422,0.0025,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,road_type,blind,6984,0.6631,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,road_type,sat_only,6984,0.713,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,road_type,sv_only,6423,0.7647,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,road_type,full,6984,0.7522,-0.0125,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,transit_density,blind,6984,0.2852,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,transit_density,sat_only,6984,0.4759,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,transit_density,sv_only,6423,0.4688,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,transit_density,full,6984,0.5062,0.0303,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,urban_density,blind,6984,0.5508,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,urban_density,sat_only,6984,0.5472,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,urban_density,sv_only,6423,0.6203,,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,urban_density,full,6984,0.5936,-0.0267,blind_heavy
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_all,blind,6984,0.486,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_all,sat_only,6984,0.543,,sat_only/sv_only overall NOT cross-comparable (topic coverage differs)
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_all,sv_only,6423,0.5845,,sat_only/sv_only overall NOT cross-comparable (topic coverage differs)
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_all,full,6984,0.7546,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_9urban,blind,4179,0.5755,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_9urban,sat_only,4179,0.681,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_9urban,sv_only,4179,0.6961,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_9urban,full,4179,0.7083,0.0122,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_8urban_noleak,blind,3912,0.5465,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_8urban_noleak,sat_only,3912,0.6593,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_8urban_noleak,sv_only,3912,0.6754,,
Qwen3.5-9B-pc,trained,per_city LoRA ckpt-2912,benchmark_suite,per_city_val,OVERALL_8urban_noleak,full,3912,0.6884,0.013,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,amenity_richness,blind,5240,0.2565,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,amenity_richness,sat_only,5240,0.5297,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,amenity_richness,sv_only,4819,0.5558,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,amenity_richness,full,5240,0.5558,0.0,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,building_height,blind,5240,0.5053,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,building_height,sat_only,5240,0.6368,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,building_height,sv_only,4819,0.6632,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,building_height,full,5240,0.6684,0.0053,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,camera_direction,blind,5240,0.2233,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,camera_direction,sat_only,5240,0.228,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,camera_direction,full,5240,0.4371,0.209,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,green_space,blind,5240,1.0,,LABEL_LEAK
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,green_space,sat_only,5240,0.9901,,LABEL_LEAK
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,green_space,sv_only,4819,0.9951,,LABEL_LEAK
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,green_space,full,5240,0.9803,-0.0148,LABEL_LEAK
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,junction_type,blind,5240,0.6198,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,junction_type,sat_only,5240,0.7395,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,junction_type,sv_only,4819,0.7126,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,junction_type,full,5240,0.7635,0.024,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,land_use,blind,5240,0.6342,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,land_use,sat_only,5240,0.7197,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,land_use,sv_only,4819,0.7245,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,land_use,full,5240,0.7387,0.0143,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_binary_easy,blind,5240,0.4656,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_binary_easy,sat_only,5240,0.5178,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_binary_easy,sv_only,4819,0.5273,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_binary_easy,full,5240,0.9881,0.4608,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_binary_hard,blind,5240,0.5582,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_binary_hard,sat_only,5240,0.4371,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_binary_hard,sv_only,4819,0.4418,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_binary_hard,full,5240,0.8789,0.4371,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_mcq_easy,blind,5240,0.2423,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_mcq_easy,sat_only,5240,0.247,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_mcq_easy,sv_only,4819,0.2328,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_mcq_easy,full,5240,0.9264,0.6793,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_mcq_hard,blind,5240,0.2542,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_mcq_hard,sat_only,5240,0.2542,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_mcq_hard,sv_only,4819,0.2969,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,mismatch_mcq_hard,full,5240,0.848,0.5511,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,road_surface,blind,5240,0.9571,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,road_surface,sat_only,5240,0.9505,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,road_surface,sv_only,4819,0.9538,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,road_surface,full,5240,0.9505,-0.0033,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,road_type,blind,5240,0.6865,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,road_type,sat_only,5240,0.696,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,road_type,sv_only,4819,0.7672,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,road_type,full,5240,0.7672,0.0,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,transit_density,blind,5240,0.2637,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,transit_density,sat_only,5240,0.4584,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,transit_density,sv_only,4819,0.4489,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,transit_density,full,5240,0.4941,0.0356,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,urban_density,blind,5240,0.5321,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,urban_density,sat_only,5240,0.715,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,urban_density,sv_only,4819,0.6485,,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,urban_density,full,5240,0.7458,0.0309,blind_heavy
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_all,blind,5240,0.4826,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_all,sat_only,5240,0.5494,,sat_only/sv_only overall NOT cross-comparable (topic coverage differs)
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_all,sv_only,4819,0.5831,,sat_only/sv_only overall NOT cross-comparable (topic coverage differs)
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_all,full,5240,0.7588,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_9urban,blind,3135,0.5726,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_9urban,sat_only,3135,0.6922,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_9urban,sv_only,3135,0.6951,,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_9urban,full,3135,0.7206,0.0255,
Qwen3.5-9B-su,trained,seen_unseen LoRA ckpt-2248,benchmark_suite,benchmark,OVERALL_8urban_noleak,blind,2932,0.543,,
